rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Estudiante	Facultad de Ciencias Administrativas y Contables	35-44 años	Computadora,	3	No	Not very safe	In consultations	It has no bibliography	Interesting	Has not greatly influenced
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Teléfono móvil,Computadora,	6	No	I consider that it is a very useful tool and that if it is used properly (for investigation or consultation of information, instead of an answer to copy and paste) it can be very useful both in the labor and academic field.	When I have not understood the theme of a class or I do not remember. Also to create rubrics and guides on how to do a job.	"Reasoning or creativity.
Information before 2017"	My experience has been useful and rewarding. It has allowed me to understand issues that take a whole class in a few minutes.	It has accelerated my learning and understanding process, but at the same time it has limited my searches and need to find reliable sources.
Estudiante	Facultad de Ingeniería	25-34 años	Computadora,	5	No	I consider that it is a very useful tool but we should only use as support no for tasks development	In explanation of specific topics and concepts	I've always found useful	Good	Has not influenced any field
Estudiante	Facultad de Ciencias de la Educación	35-44 años	Teléfono móvil,Computadora,	1	No	Help to student development	Only in the construction of essays or opinions.	I have no answer for this.	NONE	VALUABLE.
Estudiante	Facultad de Enfermería	25-34 años	Computadora,	1	No	I don't know her	I have not used it	I don't know her	None	None
Profesor	Facultad de Ingeniería	55-64 años	Computadora,	3	No	It is a tool that can be useful	Actually, I have tried it as analysis to know how good it can be	I do not use it at that level	I think it is a tool that can help in solving class problems	Students use it constantly, I am interested in understanding that you can make such a tool and serve to better develop your knowledge and do not forget to be careful and know that in the end they are the ones who must decide
Estudiante	Facultad de Arquitectura, Diseño y Artes	45-54 años	Computadora,	3	No	Allows access to certain areas of the university and meet requirements	To inform problems in the university's computer applications or systems	In access to virtual library	Satisfactory	It has not had a transcendental influence since I have used it very little
Estudiante	Facultad de Ingeniería	45-54 años	Teléfono móvil,	5	No	Great support for research for your rapid responses to specific doubt.	Terms and glossaries, summaries of a specific topic.	Parameterization of an automated system.	Research Work summaries.	It has become a consultation tool in research.
Profesor	Facultad de Medicina	55-64 años	Computadora,Teléfono móvil,Tableta,	7	No	"Excellent tool if you know how to use ""intelligence"""	Prepare clinical cases, make questions, write paragraphs of specific topics	flowcharts	Excellent	In a shocking way
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	10	Si	You still have to develop	To make only some searches	For current links	It has been a good tool however some things lack	Has influenced positively
Estudiante	Facultad de Ciencias Filosófico – Teológicas	35-44 años	Computadora,	5	No	I don't know him yet.	Well I only use virtual classrooms, but I would like to meet it.	I have only used virtual classrooms, either to perform duties, evaluations and classes via zoom.	I could not deepen it, since I would like to know him.	I don't know if I have used it in virtual classrooms, but I would like to know what is in depth.
Estudiante	Facultad de Ingeniería	25-34 años	Computadora,Teléfono móvil,	5	No	A useful tool for looking for more specific issues	To generate summaries, consult terms	To look for quotes and bibliography, they are not correct	Good is very useful	It facilitates some jobs
Estudiante	Facultad de Ingeniería	25-34 años	Computadora,	3	No	It is useful to give us punctual information that can then be deepened	In tasks in which I don't know what the answer would be and chatgpt delivered it directly	In all it has been useful	Satisfactory	It is a very useful tool that decreases search time
Estudiante	Facultad de Ciencias Administrativas y Contables	35-44 años	Computadora,	8	No	It is a very useful and very innovative tool to make texts	Studies, research	Information is sometimes not reliable and precise	Through chatgpt it has helped me in the research of marketing strategies	You learn many tools that allow us to be more productive and efficient in the workplace and studies
Estudiante	Facultad de Medicina	35-44 años	Computadora,	5	Si	"It is very good tool, since it allows you to guide in some jobs
"	More in research tasks	Infographics	Satisfactory	positively, since it is a very precise guide tool
